ASSURED_AGE,NOMINEE_RELATION,OCCUPATION,POLICY SUMASSURED,Premium,PREMIUMPAYMENTMODE,Annual Income,HOLDERMARITALSTATUS,INDIV_REQUIREMENTFLAG,Policy Term,Policy Payment Term,Product Type,CHANNEL,Bank code,STATUS,SUB_STATUS,Fraud Category,Anomaly
46,10,11,141,187,4,33,0,0,14,1,3,1,0,0,11,8,0
38,10,11,142,35,4,42,0,1,9,1,3,0,0,0,11,8,0
52,12,11,147,254,4,76,0,0,4,1,3,3,0,0,11,8,0
45,12,11,141,78,4,119,0,0,4,1,3,3,0,0,11,8,0
46,12,2,57,231,1,36,0,1,4,1,4,3,0,0,11,8,1
39,12,11,73,274,1,67,0,1,4,1,4,3,0,0,11,8,0
41,1,11,39,255,4,67,0,1,6,1,3,0,0,0,11,8,0
32,10,11,91,318,4,83,0,1,9,1,3,0,0,0,11,8,0
47,12,11,35,255,4,124,0,1,6,1,3,0,0,0,11,8,0
46,12,11,35,255,4,41,0,1,6,1,3,0,0,0,11,8,0
41,12,11,39,255,4,67,0,1,6,1,3,0,0,0,11,8,0
29,12,11,111,341,4,94,0,1,6,1,3,0,0,0,11,8,0
38,12,11,48,251,4,103,0,1,9,1,3,0,0,0,11,8,0
38,11,10,87,318,4,75,0,1,9,1,3,0,0,0,11,8,0
49,5,11,32,255,4,74,0,0,6,1,3,0,0,0,11,8,0
36,10,2,87,318,4,70,0,1,9,1,3,0,0,0,11,8,0
52,12,9,40,255,4,83,0,0,9,1,3,0,0,0,11,8,0
53,12,10,53,309,4,67,0,0,9,1,3,0,0,0,11,8,0
46,12,11,140,365,4,119,0,0,9,1,3,0,0,0,11,8,0
53,12,9,99,351,4,85,0,0,6,1,3,0,0,0,11,8,0
50,12,2,40,255,4,67,0,0,9,1,3,3,0,0,11,8,0
48,12,11,35,255,4,85,0,0,6,1,3,0,0,0,11,8,0
53,12,9,40,255,4,61,0,1,9,1,3,0,0,0,11,8,0
53,11,9,57,318,4,92,0,0,6,1,3,0,0,0,11,8,0
48,10,11,35,255,4,38,0,1,6,1,3,0,0,0,11,8,0
48,12,11,45,255,4,106,0,1,9,1,3,0,0,0,11,8,0
42,12,2,48,255,4,51,0,1,9,1,3,0,0,0,11,8,0
43,12,11,48,255,4,85,0,1,9,1,3,0,0,0,11,8,0
48,11,11,82,318,4,67,0,1,9,1,3,0,0,0,11,8,0
39,12,0,48,255,4,44,0,1,9,1,3,0,7,0,11,8,0
53,12,9,115,361,4,142,0,0,6,1,3,0,0,0,11,8,0
50,12,10,75,318,4,51,0,0,9,1,3,0,0,0,11,8,0
53,12,2,40,255,4,47,0,0,9,1,3,0,5,0,11,8,0
44,12,11,38,266,4,75,0,1,6,1,3,0,0,0,11,8,0
52,10,11,99,351,4,148,0,0,6,1,3,0,0,0,11,8,0
49,11,11,40,255,4,90,0,0,9,1,3,0,0,0,11,8,0
53,12,9,84,337,4,108,0,0,6,1,3,0,0,0,11,8,0
50,10,11,57,318,4,85,3,0,6,1,3,0,0,0,11,8,0
53,4,9,40,255,4,44,3,0,9,1,3,1,0,0,11,8,1
41,12,10,48,255,4,51,0,1,9,1,3,0,0,0,11,8,0
46,12,11,45,255,4,67,0,1,9,1,3,0,0,0,11,8,0
44,12,11,35,255,4,104,0,1,6,1,3,0,0,0,11,8,0
52,10,9,75,318,4,83,0,0,9,1,3,0,0,0,11,8,0
53,12,9,40,255,4,44,0,0,9,1,3,0,0,0,11,8,0
44,10,11,35,255,4,94,0,1,6,1,3,0,0,0,11,8,0
42,10,11,48,255,4,106,0,1,9,1,3,0,0,0,11,8,0
40,12,11,39,263,1,51,0,1,6,1,3,0,0,0,11,8,0
46,10,11,45,255,4,119,0,1,9,1,3,0,0,0,11,8,0
42,12,11,48,255,4,103,0,1,9,1,3,0,0,0,11,8,0
53,12,9,75,318,4,54,0,0,9,1,3,0,0,0,11,8,0
46,10,11,45,255,4,75,0,1,9,1,3,0,0,0,11,8,0
51,10,11,53,289,4,53,3,0,9,1,3,0,0,0,11,8,0
51,12,11,40,255,4,106,0,0,9,1,3,0,0,0,11,8,0
47,12,11,45,255,4,67,0,1,9,1,3,0,0,0,11,8,0
46,11,11,49,276,4,106,0,0,9,1,3,0,0,0,11,8,0
49,12,11,40,255,4,53,0,0,9,1,3,0,0,0,11,8,0
47,12,11,45,255,4,67,0,1,9,1,3,0,0,0,11,8,0
53,11,9,95,333,4,83,0,0,9,1,3,0,0,0,11,8,0
49,11,11,40,255,4,53,0,0,9,1,3,0,0,0,11,8,0
40,11,0,48,255,4,33,0,1,9,1,3,0,0,0,11,8,0
35,11,6,48,255,4,7,0,1,9,1,3,0,0,0,11,8,0
52,11,11,75,318,4,67,0,0,9,1,3,0,0,0,11,8,0
35,11,11,48,255,4,83,0,1,9,1,3,0,0,0,11,8,0
45,12,11,128,92,4,95,0,0,0,1,3,0,0,0,11,8,0
34,12,11,104,17,4,36,0,1,4,1,3,0,0,0,11,8,0
43,12,11,61,6,4,67,0,0,0,1,3,0,0,0,11,8,0
49,10,11,98,44,4,67,0,0,0,1,3,0,0,0,11,8,0
50,10,11,61,201,3,59,0,0,0,1,3,3,0,0,11,8,0
46,10,11,107,315,4,67,0,0,19,1,3,0,0,0,11,8,0
52,5,0,108,318,4,75,0,0,19,1,3,3,0,0,11,8,0
52,10,2,105,313,4,119,0,0,19,1,3,0,0,0,11,8,0
33,10,11,108,318,4,83,0,1,22,1,3,0,0,0,11,8,0
49,11,11,70,263,1,83,0,0,16,1,3,3,0,0,11,8,0
46,12,11,70,255,4,53,0,0,19,1,3,0,0,0,11,8,0
48,12,2,70,255,4,73,0,0,19,1,3,0,0,0,11,8,0
35,11,11,143,351,4,113,0,0,26,1,3,3,0,0,5,8,0
35,11,11,143,351,4,139,0,0,26,1,3,3,0,0,5,8,0
47,10,0,102,302,4,36,0,1,17,1,3,3,0,0,11,8,0
46,11,2,70,255,4,54,0,1,19,1,3,3,0,0,11,8,0
29,12,2,70,255,4,108,0,1,19,1,3,0,0,0,11,8,0
44,10,11,139,341,4,83,0,1,22,1,3,3,0,0,11,8,0
48,12,11,122,327,4,108,0,1,19,1,3,0,0,0,11,8,0
43,10,0,70,255,4,36,0,0,26,1,3,3,0,0,11,8,0
48,1,11,105,310,4,106,0,0,19,1,3,0,0,0,11,8,0
46,12,0,70,255,4,67,0,1,19,1,3,0,0,0,11,8,0
52,12,11,70,255,4,116,0,0,16,1,3,0,0,0,11,8,0
41,12,11,70,255,4,89,0,0,16,1,3,0,0,0,11,8,0
49,10,0,70,255,4,26,0,0,16,1,3,0,0,0,11,8,0
51,12,9,108,318,4,51,0,0,26,1,3,3,0,0,11,8,0
45,11,2,70,255,4,53,0,0,19,1,3,3,0,0,11,8,0
45,12,0,70,255,4,67,0,1,19,1,3,0,0,0,11,8,0
44,11,11,70,255,4,119,0,1,19,1,3,3,0,0,11,8,0
48,10,0,70,255,4,51,0,1,26,1,3,0,7,0,11,8,1
47,12,2,108,318,4,42,0,1,19,1,3,3,0,0,11,8,0
42,12,11,70,255,4,92,0,1,16,1,3,0,0,0,11,8,0
40,12,10,70,255,4,32,0,1,19,1,3,3,0,0,11,8,0
50,12,0,70,255,4,47,0,0,19,1,3,3,0,0,11,8,0
46,10,2,143,351,4,67,0,1,26,1,3,3,0,0,11,8,0
42,10,11,70,255,4,103,0,1,16,1,3,0,0,0,11,8,0
39,12,0,70,255,4,42,0,1,19,1,3,0,0,0,11,8,0
49,12,11,70,255,4,85,0,0,19,1,3,0,0,0,11,8,0
48,12,11,70,255,4,70,0,1,19,1,3,0,0,0,11,8,0
46,10,11,70,255,4,94,0,1,19,1,3,3,0,0,11,8,0
49,10,8,70,255,4,36,0,0,19,1,3,3,0,0,11,8,0
47,10,11,70,255,4,107,0,1,19,1,3,0,0,0,11,8,0
44,12,2,70,255,4,51,0,1,19,1,3,3,0,0,11,8,0
50,12,11,108,318,4,100,0,0,19,1,3,0,0,0,11,8,0
40,12,11,70,255,4,55,0,1,16,1,3,0,0,0,11,8,0
47,9,2,70,255,4,36,1,1,22,1,3,3,0,0,11,8,0
42,12,0,70,255,4,54,0,1,19,1,3,0,0,0,11,8,0
53,12,9,70,255,4,85,0,0,26,1,3,0,0,0,11,8,0
38,12,2,121,328,1,53,0,1,26,1,3,3,0,0,11,8,0
45,12,11,70,255,4,63,0,1,16,1,3,0,0,0,11,8,0
35,11,9,70,255,4,100,0,0,16,1,3,0,0,0,11,8,0
43,12,11,70,255,4,59,0,1,19,1,3,0,0,0,11,8,0
47,12,0,70,255,4,26,0,1,19,1,3,0,0,0,11,8,0
53,11,10,70,255,4,51,0,0,19,1,3,3,0,0,11,8,0
39,11,2,70,255,4,36,0,1,19,1,3,3,0,0,11,8,0
49,10,11,70,255,4,85,0,0,19,1,3,0,0,0,11,8,0
47,10,6,70,255,4,76,0,1,19,1,3,3,0,0,11,8,0
44,10,2,70,255,4,51,3,1,19,1,3,3,0,0,11,8,0
50,11,2,70,255,4,51,0,0,19,1,3,3,0,0,11,8,0
51,12,11,70,268,4,67,0,0,19,1,3,0,0,0,11,8,0
51,12,2,70,269,1,51,0,0,19,1,3,3,0,0,11,8,0
53,12,9,108,318,4,67,0,0,19,1,3,0,0,0,11,8,0
50,12,2,108,318,4,106,0,0,19,1,3,3,0,0,11,8,0
45,12,2,131,337,4,67,0,1,19,1,3,3,0,0,11,8,0
36,10,2,70,262,0,51,0,1,19,1,3,3,0,0,11,8,0
51,12,9,143,351,4,117,0,0,26,1,3,3,0,0,11,8,0
44,11,11,70,255,4,100,0,1,16,1,3,0,0,0,11,8,0
52,10,2,102,302,4,67,0,0,26,1,3,0,0,0,11,8,0
41,12,11,70,255,4,75,0,1,16,1,3,0,1,0,11,8,0
49,11,11,70,255,4,100,0,0,19,1,3,0,0,0,11,8,0
50,11,11,143,353,4,140,0,0,26,1,3,3,0,0,11,8,0
47,1,11,70,255,4,100,0,1,16,1,3,0,0,0,11,8,0
15,6,2,70,255,4,67,0,1,19,1,3,0,0,0,11,8,0
51,10,11,70,255,4,67,3,0,26,1,3,0,0,0,11,8,1
53,12,9,108,318,4,51,0,0,16,1,3,0,0,0,11,8,0
45,12,0,108,318,4,67,0,1,19,1,3,0,0,0,11,8,0
52,11,9,70,255,4,67,0,0,19,1,3,0,0,0,11,8,0
51,10,11,70,255,4,103,0,0,19,1,3,0,5,0,11,8,0
46,11,0,70,255,4,47,0,1,16,1,3,0,5,0,11,8,1
40,11,2,70,262,0,26,0,1,26,1,3,3,0,0,11,8,1
46,12,11,70,255,4,67,0,1,16,1,3,0,0,0,11,8,0
49,12,11,70,255,4,119,0,0,19,1,3,0,0,0,11,8,0
41,11,11,90,296,4,44,0,1,16,1,3,0,0,0,11,8,0
46,12,11,108,318,4,93,0,1,19,1,3,0,0,0,11,8,0
45,12,11,108,318,4,112,0,1,16,1,3,0,0,0,11,8,0
53,12,11,108,318,4,67,0,0,19,1,3,0,0,0,11,8,0
45,10,10,70,255,4,53,0,1,19,1,3,3,0,0,11,8,0
42,12,11,70,255,4,59,0,1,19,1,3,0,0,0,11,8,0
23,11,11,0,242,4,32,0,1,4,1,2,0,0,3,15,8,0
46,12,11,50,216,4,85,0,1,31,1,3,0,0,0,11,8,0
44,12,10,39,160,0,26,0,1,33,1,3,0,0,0,11,8,1
36,12,11,50,216,4,59,0,1,37,1,3,0,0,0,11,8,0
48,11,11,61,255,4,59,0,1,30,1,3,0,0,0,11,8,0
43,0,11,61,255,4,103,1,1,34,1,3,0,0,0,11,8,1
46,12,0,39,155,4,58,0,1,31,1,3,0,5,0,11,8,1
35,6,10,147,26,4,18,1,0,21,1,1,3,0,0,11,8,1
44,10,10,23,34,4,11,0,1,8,1,3,3,0,0,11,8,0
27,12,0,8,7,2,10,0,1,14,1,3,3,0,0,11,8,0
47,10,2,7,23,1,5,0,1,4,1,3,3,0,3,0,8,1
43,12,11,20,56,4,26,0,1,4,1,3,0,0,0,11,8,0
42,12,11,45,105,2,18,0,1,10,1,3,3,0,0,11,8,0
47,12,11,19,55,4,78,0,1,4,1,3,0,0,0,11,8,0
45,12,11,12,30,4,36,0,1,4,1,3,0,6,0,11,8,0
42,10,11,7,10,4,72,0,0,9,1,3,3,0,0,11,8,0
31,12,2,89,162,4,26,0,0,18,1,3,3,0,0,11,8,0
44,12,11,26,95,4,59,0,0,4,1,3,0,0,0,11,8,0
23,11,11,5,12,4,26,0,1,4,1,3,0,0,0,11,8,0
27,12,0,54,132,4,53,0,1,11,1,3,1,0,0,11,8,0
35,11,2,52,85,1,26,0,0,16,1,3,3,0,0,11,8,0
45,10,11,34,135,4,51,0,1,4,1,3,0,0,0,11,8,0
46,10,11,17,43,4,38,0,0,4,1,3,0,0,0,11,8,0
31,12,2,77,210,4,31,0,0,14,1,3,3,0,0,11,8,0
36,11,10,58,156,0,18,0,0,14,1,3,3,0,0,11,8,0
44,12,11,13,33,4,39,0,1,4,1,3,0,0,0,11,8,0
40,10,0,61,192,4,51,0,1,9,1,3,3,0,0,11,8,0
41,11,2,11,22,4,33,0,1,9,1,3,3,0,0,11,8,0
43,12,2,17,32,4,36,0,1,9,1,3,3,0,0,11,8,0
40,10,6,45,170,4,15,0,1,9,1,3,3,0,0,11,8,0
40,12,2,82,257,4,31,0,0,9,1,3,3,0,0,11,8,0
46,10,2,24,57,4,44,0,1,6,1,3,3,0,0,11,8,0
41,12,0,26,65,4,26,0,1,9,1,3,3,0,0,11,8,0
46,1,10,32,110,4,36,0,1,5,1,3,3,0,0,11,8,0
39,12,11,86,287,2,37,0,1,9,1,3,3,0,0,11,8,0
47,10,11,36,133,4,67,0,1,5,1,3,3,0,0,11,8,0
22,0,2,104,256,4,44,1,1,14,1,3,3,0,0,11,8,1
41,11,2,89,279,0,51,0,1,11,1,3,3,0,0,11,8,0
47,12,2,160,225,4,119,0,0,19,1,3,3,0,0,11,8,0
34,10,11,104,307,4,53,0,1,10,1,4,0,0,0,11,8,0
36,10,2,61,242,4,26,0,1,8,1,4,0,0,0,11,8,0
45,1,2,62,250,4,26,0,0,7,1,4,3,0,0,11,8,0
43,12,4,127,332,4,59,0,1,4,1,4,0,0,0,11,8,0
46,12,11,133,357,4,85,0,1,6,1,4,0,0,0,11,8,0
49,10,11,137,401,3,137,0,0,4,1,4,0,0,0,11,8,0
34,11,11,162,389,4,148,0,0,1,1,3,0,0,0,11,10,0
37,11,2,101,304,4,148,0,1,4,1,2,0,0,0,11,10,0
16,6,11,141,322,4,85,1,1,11,1,2,0,0,2,1,2,1
46,12,2,0,386,4,142,0,1,4,1,4,0,0,0,11,10,0
58,10,9,0,396,4,158,0,1,4,1,4,0,0,0,11,10,0
58,12,9,0,382,4,1,0,1,4,1,4,0,0,0,11,9,0
47,10,6,0,396,4,153,0,1,4,1,4,0,0,0,11,10,0
52,12,9,0,400,4,137,0,1,4,1,4,0,0,0,11,2,0
50,5,9,0,285,4,59,0,1,4,1,4,0,0,2,1,6,0
38,10,11,0,404,4,83,0,1,4,1,4,0,0,3,15,2,0
24,5,6,0,347,4,103,0,1,4,1,4,0,0,0,11,2,0
50,11,9,0,364,4,94,0,1,4,1,4,0,0,0,11,2,0
51,5,6,0,274,4,59,0,1,4,1,4,0,0,2,1,6,0
46,10,5,0,332,4,53,3,1,4,1,4,3,0,2,1,6,1
53,12,9,0,406,4,166,0,1,4,1,4,0,0,0,11,10,0
59,5,6,0,396,4,165,0,1,4,1,4,0,0,0,11,2,0
40,5,11,0,307,4,103,0,1,4,1,4,3,0,2,1,7,0
42,5,11,0,307,4,85,0,1,4,1,4,3,0,3,15,7,0
53,11,9,0,396,4,159,0,1,4,1,4,0,0,0,11,9,0
43,5,11,0,307,4,85,0,1,9,1,4,3,0,3,15,7,0
52,1,11,0,360,4,154,2,1,4,1,4,3,0,3,15,6,1
54,11,9,0,347,4,67,0,1,9,1,4,3,0,2,1,5,1
48,0,2,0,386,4,148,1,1,14,1,4,3,0,0,11,2,0
31,10,11,0,401,4,153,0,1,4,1,4,0,0,0,11,2,0
55,7,9,0,347,4,119,0,1,4,1,4,0,0,3,15,2,0
62,10,8,0,406,4,155,0,1,4,1,4,0,0,0,11,9,0
46,12,2,0,376,4,110,0,1,4,1,4,0,0,0,11,2,0
39,1,2,0,396,4,164,0,1,4,1,4,0,0,0,11,2,0
31,12,8,0,396,4,165,0,1,4,1,4,0,0,0,11,10,1
53,10,9,0,370,4,119,3,1,4,1,4,3,0,3,15,6,0
53,5,10,0,376,4,113,0,1,4,1,4,3,0,0,11,2,0
60,10,8,0,382,4,153,0,1,4,1,4,3,0,0,11,3,0
47,12,11,0,364,4,153,0,1,4,1,4,0,0,0,11,9,0
59,12,9,0,376,4,123,0,1,4,1,4,0,0,3,15,2,0
36,6,0,0,407,4,171,0,1,4,1,4,0,0,0,11,2,0
53,12,9,0,386,4,165,0,1,4,1,4,0,0,3,15,2,0
50,5,6,0,386,4,158,0,1,4,1,4,3,0,2,1,2,0
48,5,9,0,382,4,165,0,1,4,1,4,0,0,2,1,2,0
51,12,9,0,382,4,137,0,1,4,1,4,0,0,3,15,2,0
24,5,11,163,386,4,142,0,1,4,1,4,3,0,3,15,2,0
47,10,11,0,396,4,178,0,1,4,1,4,0,0,2,1,2,0
57,12,11,0,382,4,155,0,1,4,1,4,0,0,2,1,2,0
53,12,9,0,347,4,119,0,1,4,1,4,0,0,3,15,2,0
54,10,9,0,382,4,127,0,1,4,1,4,0,0,2,1,2,0
62,1,10,0,307,4,59,0,1,4,1,4,0,0,2,1,2,0
46,5,11,0,396,4,168,0,1,4,1,4,0,0,2,1,2,0
62,12,11,0,376,4,119,0,1,4,1,4,0,0,2,1,2,0
55,1,6,0,382,4,148,0,1,4,1,4,0,0,3,15,2,0
55,10,9,0,382,4,149,0,1,4,1,4,0,0,0,11,2,0
55,10,9,0,382,4,149,0,1,4,1,4,0,0,0,11,2,0
57,12,11,163,386,4,170,0,1,4,1,4,0,0,2,1,2,1
44,12,11,0,364,0,42,0,1,4,1,4,3,0,2,1,2,0
34,11,11,0,382,4,142,0,1,4,1,4,0,0,2,1,2,0
61,1,9,0,382,4,123,0,1,4,1,4,0,0,3,15,2,0
54,11,2,0,376,4,182,0,1,4,1,4,0,0,2,1,2,0
53,5,9,0,307,4,59,0,1,4,1,4,0,0,2,1,6,0
56,10,9,0,390,4,162,0,1,4,1,4,0,0,2,1,2,0
54,1,9,0,386,4,172,0,1,4,1,4,0,0,2,1,2,0
46,10,6,0,393,4,151,0,1,4,1,4,0,0,3,15,2,0
55,9,9,0,390,4,156,1,1,4,1,4,0,0,2,1,2,0
57,9,9,0,396,4,83,1,1,4,1,4,0,0,2,1,2,1
62,12,2,0,402,4,168,0,1,4,1,4,0,0,3,15,2,0
54,10,9,0,376,4,108,0,1,4,1,4,0,0,2,1,2,0
53,10,6,0,396,4,168,0,1,4,1,4,0,0,3,15,2,1
48,12,2,0,396,4,163,0,1,4,1,4,3,0,2,1,2,0
48,12,2,0,396,4,163,0,1,4,1,4,3,0,3,15,2,0
57,10,9,0,390,4,165,0,1,4,1,4,0,0,3,15,2,0
60,0,9,0,382,4,155,0,1,4,1,4,0,0,2,1,2,0
54,12,9,0,396,4,154,0,1,4,1,4,0,0,2,1,2,1
22,2,0,56,4,4,15,1,1,9,1,3,3,0,3,0,1,0
38,11,2,24,4,4,6,0,1,9,1,3,3,0,0,11,1,0
35,6,2,50,4,4,83,1,1,4,1,3,3,0,0,1,6,0
35,10,2,24,4,4,26,0,0,9,1,3,3,0,0,11,1,0
35,11,0,22,4,4,26,0,1,4,1,3,3,0,0,11,1,0
36,2,8,22,4,4,108,0,1,4,1,3,3,0,0,11,9,0
22,12,0,56,4,4,42,0,1,9,1,3,3,0,0,11,1,0
40,12,10,13,4,4,15,0,1,4,1,3,3,0,0,11,3,0
21,6,2,56,4,4,12,0,1,9,1,3,3,0,0,11,1,0
35,11,10,17,4,4,47,0,1,9,1,3,3,0,0,11,2,0
53,10,9,103,306,4,50,0,0,4,0,4,3,0,1,3,4,0
26,2,8,147,357,4,123,1,1,4,1,4,3,0,2,1,2,1
45,5,6,86,292,4,85,0,1,4,1,4,3,0,2,1,2,0
22,2,11,127,307,4,69,1,1,14,1,4,3,0,2,1,2,0
30,5,6,61,242,4,26,0,1,4,1,4,0,0,2,1,6,0
46,12,8,103,306,4,33,0,1,6,1,4,0,0,3,15,6,0
34,11,2,61,242,4,53,0,1,6,1,4,0,0,2,1,6,0
34,10,6,102,305,4,67,0,0,6,1,4,0,0,0,11,10,1
32,5,2,61,242,4,42,0,1,6,1,4,3,0,2,1,2,0
18,6,11,147,357,4,131,1,1,6,1,4,1,0,0,11,2,0
18,6,11,104,307,4,131,1,1,6,1,4,1,0,0,11,2,1
29,5,11,104,307,4,137,0,1,6,1,4,3,0,3,15,10,1
18,6,11,147,357,4,131,1,1,6,1,4,1,0,0,11,2,0
13,0,11,127,332,4,94,1,1,6,1,4,0,0,3,15,2,0
40,10,11,39,136,4,47,2,1,6,1,4,0,0,2,1,6,0
36,2,8,116,326,4,108,0,1,6,1,4,3,0,0,11,9,0
45,12,11,127,332,4,165,0,0,6,1,4,0,0,2,1,10,0
39,10,6,73,274,4,119,0,1,9,1,4,3,0,2,1,2,0
28,12,11,61,242,4,47,0,1,6,1,4,0,0,2,1,6,0
24,6,2,102,305,4,52,1,1,6,1,4,0,0,2,1,6,1
38,12,11,54,227,4,54,0,1,6,1,4,0,0,1,3,2,1
26,6,11,61,242,4,75,1,1,21,1,4,3,0,2,1,6,0
20,1,2,39,136,4,44,3,1,6,1,4,3,0,3,15,2,0
28,6,11,73,274,4,59,0,1,6,1,4,0,0,2,1,6,0
31,5,6,61,242,4,44,0,1,6,1,4,0,0,2,1,6,0
33,2,8,147,357,4,148,0,0,6,1,4,3,0,0,11,2,0
33,2,8,147,357,4,148,0,1,6,1,4,3,0,0,11,2,0
45,5,11,147,357,4,165,0,1,6,1,4,3,0,0,11,2,0
48,11,11,33,345,3,176,0,0,6,1,4,0,0,2,1,2,1
8,11,2,104,307,4,53,0,1,6,1,4,0,0,0,11,2,0
31,2,2,147,357,4,137,1,1,6,1,4,3,0,0,11,2,0
29,10,11,104,307,4,67,0,1,6,1,4,0,0,2,1,2,0
47,10,0,50,206,4,15,0,1,6,1,4,3,0,0,11,2,0
32,10,2,39,136,4,25,0,1,6,1,4,3,0,2,1,2,0
31,11,6,104,307,4,52,0,1,9,1,4,3,0,2,1,2,1
35,11,6,104,307,4,26,0,1,9,1,4,3,0,0,11,2,1
6,11,2,147,357,4,119,0,1,6,1,4,3,0,2,1,2,0
0,11,2,147,357,4,119,0,1,9,1,4,3,0,2,1,2,0
35,11,11,144,354,4,98,0,0,6,1,4,3,0,0,11,2,1
31,2,11,61,242,4,108,0,1,0,1,5,0,0,4,6,2,1
53,12,9,104,307,4,26,0,0,0,1,5,0,0,3,14,1,0
33,12,11,61,242,4,44,0,1,1,1,5,0,0,7,13,6,0
26,0,11,7,13,4,33,0,1,9,1,3,3,0,2,1,0,1
39,5,11,7,20,4,67,0,1,6,1,3,3,0,2,1,2,0
34,11,11,135,344,4,148,0,0,6,1,3,0,0,0,11,10,0
17,6,2,2,19,1,26,0,1,6,1,3,3,0,6,12,2,0
47,12,11,92,314,2,67,0,0,6,1,3,3,0,0,11,10,0
34,12,11,41,124,4,15,0,1,9,1,3,3,0,2,1,2,0
40,10,11,150,348,4,121,0,0,12,1,3,3,0,0,11,10,0
35,11,11,108,271,4,76,0,1,15,1,3,3,0,0,11,2,0
36,12,11,73,52,4,100,0,1,4,1,3,0,0,8,8,9,0
40,11,11,155,283,4,121,0,0,20,1,3,3,0,0,11,10,0
35,11,2,165,261,4,54,0,0,21,1,3,1,0,0,11,2,0
23,12,2,116,36,4,44,0,1,4,1,3,3,0,2,1,2,0
35,11,9,61,224,4,103,0,0,4,1,3,0,0,0,11,3,0
35,11,11,147,253,4,103,0,1,21,1,3,0,0,0,11,2,1
38,10,11,170,386,4,83,0,1,4,1,4,0,0,3,15,2,0
30,10,11,170,386,4,153,0,1,4,1,4,0,0,0,11,2,0
41,5,11,180,401,4,165,0,0,4,1,4,0,0,3,15,2,1
42,5,11,163,386,4,153,0,0,4,1,4,0,0,0,11,2,1
31,12,8,172,396,4,165,0,1,4,1,4,0,0,0,11,10,1
29,12,1,163,386,4,148,0,1,21,1,4,0,0,3,15,10,1
46,10,0,172,396,4,131,0,0,4,1,4,0,0,3,15,2,0
39,1,11,163,386,4,165,0,1,14,1,4,3,0,2,1,2,0
34,2,0,163,386,4,94,0,1,4,1,4,0,0,2,1,2,0
42,11,11,163,386,4,137,0,1,4,1,4,0,0,0,11,2,1
38,1,11,172,396,4,149,0,1,5,1,4,0,0,2,1,2,0
34,2,0,163,386,4,134,0,1,4,1,4,0,0,2,1,2,1
37,11,0,163,386,4,153,0,1,4,1,4,0,0,3,15,2,1
35,6,11,163,386,4,165,1,1,4,1,4,0,0,0,11,2,0
15,6,12,172,396,4,168,0,1,4,1,4,0,0,2,1,2,1
37,1,11,172,396,4,168,0,1,4,1,4,0,0,2,1,2,0
27,12,11,163,386,4,148,0,1,4,1,4,0,0,3,15,2,0
15,6,11,163,386,4,129,1,1,21,1,4,3,0,2,1,2,1
32,5,0,163,386,4,126,0,1,4,1,4,0,0,2,1,2,0
35,12,0,163,386,4,120,0,1,4,1,4,0,0,2,1,2,1
47,1,0,86,386,3,119,0,0,4,1,4,0,0,2,1,2,0
38,9,11,163,386,4,131,1,1,9,1,4,0,0,0,11,2,0
21,1,11,172,396,4,149,3,1,4,1,4,0,0,0,11,2,0
47,11,11,163,386,4,108,0,0,4,1,4,0,0,3,15,2,1
37,12,0,163,386,4,145,0,1,4,1,4,0,0,2,1,2,0
39,2,0,163,386,4,138,0,1,4,1,4,0,0,2,1,2,0
19,2,11,163,386,4,134,1,1,21,1,4,3,0,2,1,2,1
35,11,2,169,392,4,144,0,1,4,1,4,3,0,0,11,2,1
35,6,11,172,396,4,158,0,1,4,1,4,3,0,2,1,2,1
43,11,0,163,386,4,148,0,1,14,1,4,0,0,2,1,2,0
16,6,0,163,386,4,130,1,1,4,1,4,0,0,2,1,2,0
28,11,8,169,392,2,160,0,1,14,1,4,3,0,3,15,2,0
23,2,11,163,386,4,142,0,1,14,1,4,3,0,2,1,2,0
34,12,11,163,386,4,148,0,0,9,1,4,0,0,2,1,2,1
36,10,0,163,386,4,131,0,1,4,1,4,0,0,2,1,2,1
43,11,0,163,386,4,148,0,1,4,1,4,0,0,2,1,2,1
41,0,0,163,386,4,148,1,1,9,1,4,0,0,2,1,2,0
20,2,0,163,386,4,94,1,1,4,1,4,0,0,2,1,2,0
47,5,11,163,386,4,119,0,0,4,1,4,0,0,8,8,10,0
34,6,11,163,386,4,160,0,1,14,1,4,3,0,2,1,2,1
42,5,0,163,386,4,134,0,1,4,1,4,0,0,2,1,2,0
41,12,0,163,386,4,148,0,1,4,1,4,0,0,2,1,2,0
46,5,0,163,386,4,109,0,0,4,1,4,0,0,2,1,2,1
35,11,11,163,386,4,131,0,1,4,1,4,0,0,0,11,2,0
26,2,11,175,401,4,161,0,1,4,1,4,0,0,0,11,2,0
35,6,11,179,404,0,163,1,0,9,1,4,3,0,0,11,2,0
35,11,2,182,408,4,186,0,0,4,1,4,0,0,0,11,2,1
35,11,9,172,396,4,155,0,1,4,1,4,0,0,0,11,2,1
28,10,2,178,403,4,165,0,1,14,1,4,0,0,0,11,2,0
39,11,2,173,399,4,165,0,1,17,1,4,0,0,2,1,2,0
27,12,2,163,386,4,131,0,1,21,1,4,3,0,2,1,2,0
35,11,11,175,401,4,152,0,1,4,1,4,0,0,0,11,2,0
35,11,10,163,386,4,142,0,1,4,1,4,0,0,0,11,2,0
